,Content ID,Reaction Type,Datetime,Content Type,Category,Sentiment,Score,,,Category,Sum
8873,0289b7bc-bc95-4f1d-83fe-9ca662194158,disgust,2020-08-12 2:15:46,audio,tennis,negative,0,,,,
8862,0289b7bc-bc95-4f1d-83fe-9ca662194158,hate,2021-01-03 4:49:06,audio,tennis,negative,5,,,,
8868,0289b7bc-bc95-4f1d-83fe-9ca662194158,indifferent,2021-04-07 3:51:58,audio,tennis,neutral,20,,,,
8870,0289b7bc-bc95-4f1d-83fe-9ca662194158,indifferent,2020-09-24 9:10:54,audio,tennis,neutral,20,,,,
,,,,,,,,,,,
8875,0289b7bc-bc95-4f1d-83fe-9ca662194158,indifferent,2020-12-10 8:48:11,audio,tennis,neutral,20,,,,
8876,0289b7bc-bc95-4f1d-83fe-9ca662194158,indifferent,2020-08-29 21:37:16,audio,tennis,neutral,20,,,,
8879,0289b7bc-bc95-4f1d-83fe-9ca662194158,indifferent,2021-04-26 21:05:37,audio,tennis,neutral,20,,,,
8880,0289b7bc-bc95-4f1d-83fe-9ca662194158,indifferent,2020-11-08 7:08:49,audio,tennis,neutral,20,,,,
8884,0289b7bc-bc95-4f1d-83fe-9ca662194158,indifferent,2020-12-20 4:47:08,audio,tennis,neutral,20,,,,
8867,0289b7bc-bc95-4f1d-83fe-9ca662194158,interested,2021-04-07 14:46:09,audio,tennis,positive,30,,,,
8877,0289b7bc-bc95-4f1d-83fe-9ca662194158,interested,2020-09-17 1:07:03,audio,tennis,positive,30,,,,
8887,0289b7bc-bc95-4f1d-83fe-9ca662194158,interested,2020-09-30 8:12:42,audio,tennis,positive,30,,,,
8888,0289b7bc-bc95-4f1d-83fe-9ca662194158,interested,2020-09-30 0:17:02,audio,tennis,positive,30,,,,
8860,0289b7bc-bc95-4f1d-83fe-9ca662194158,intrigued,2021-05-21 20:30:37,audio,tennis,positive,45,,,,
8871,0289b7bc-bc95-4f1d-83fe-9ca662194158,intrigued,2021-06-04 10:09:04,audio,tennis,positive,45,,,,
8886,0289b7bc-bc95-4f1d-83fe-9ca662194158,intrigued,2020-07-23 8:52:52,audio,tennis,positive,45,,,,
8863,0289b7bc-bc95-4f1d-83fe-9ca662194158,like,2020-08-31 3:08:06,audio,tennis,positive,50,,,,
8883,0289b7bc-bc95-4f1d-83fe-9ca662194158,like,2020-11-13 7:30:46,audio,tennis,positive,50,,,,
8861,0289b7bc-bc95-4f1d-83fe-9ca662194158,love,2021-03-16 13:50:02,audio,tennis,positive,65,,,,
8864,0289b7bc-bc95-4f1d-83fe-9ca662194158,peeking,2021-06-17 13:45:37,audio,tennis,neutral,35,,,,
8869,0289b7bc-bc95-4f1d-83fe-9ca662194158,peeking,2021-03-19 10:50:55,audio,tennis,neutral,35,,,,
8866,0289b7bc-bc95-4f1d-83fe-9ca662194158,scared,2021-01-24 2:20:39,audio,tennis,negative,15,,,,
8865,0289b7bc-bc95-4f1d-83fe-9ca662194158,super love,2020-12-16 1:50:15,audio,tennis,positive,75,,,,
8872,0289b7bc-bc95-4f1d-83fe-9ca662194158,want,2020-12-26 11:41:38,audio,tennis,positive,70,,,,
8878,0289b7bc-bc95-4f1d-83fe-9ca662194158,want,2021-04-09 19:29:27,audio,tennis,positive,70,,,,
8874,0289b7bc-bc95-4f1d-83fe-9ca662194158,worried,2020-12-14 4:24:45,audio,tennis,negative,12,,,,
,,,,,,,,,,,
,,,,,,,,,,,
9983,02ba5af1-784a-44cc-ae3a-14833c4a2237,adore,2021-02-10 23:20:22,video,healthy eating,positive,72,,,,
9986,02ba5af1-784a-44cc-ae3a-14833c4a2237,adore,2020-10-10 11:29:05,video,healthy eating,positive,72,,,,
9988,02ba5af1-784a-44cc-ae3a-14833c4a2237,adore,2021-01-23 19:41:23,video,healthy eating,positive,72,,,,
9994,02ba5af1-784a-44cc-ae3a-14833c4a2237,adore,2020-08-27 14:28:06,video,healthy eating,positive,72,,,,
10006,02ba5af1-784a-44cc-ae3a-14833c4a2237,adore,2021-06-07 19:57:11,video,healthy eating,positive,72,,,,
10008,02ba5af1-784a-44cc-ae3a-14833c4a2237,adore,2020-09-16 8:45:29,video,healthy eating,positive,72,,,,
10010,02ba5af1-784a-44cc-ae3a-14833c4a2237,adore,2020-10-26 3:01:57,video,healthy eating,positive,72,,,,
10003,02ba5af1-784a-44cc-ae3a-14833c4a2237,disgust,2020-12-01 19:04:33,video,healthy eating,negative,0,,,,
10020,02ba5af1-784a-44cc-ae3a-14833c4a2237,disgust,2020-08-01 21:52:59,video,healthy eating,negative,0,,,,
9987,02ba5af1-784a-44cc-ae3a-14833c4a2237,dislike,2020-10-09 1:06:37,video,healthy eating,negative,10,,,,
9992,02ba5af1-784a-44cc-ae3a-14833c4a2237,dislike,2021-02-03 21:46:11,video,healthy eating,negative,10,,,,
9995,02ba5af1-784a-44cc-ae3a-14833c4a2237,dislike,2021-03-12 23:59:33,video,healthy eating,negative,10,,,,
9997,02ba5af1-784a-44cc-ae3a-14833c4a2237,dislike,2021-05-31 6:20:57,video,healthy eating,negative,10,,,,
10005,02ba5af1-784a-44cc-ae3a-14833c4a2237,dislike,2020-09-21 4:54:03,video,healthy eating,negative,10,,,,
10018,02ba5af1-784a-44cc-ae3a-14833c4a2237,dislike,2021-03-15 16:38:23,video,healthy eating,negative,10,,,,
10009,02ba5af1-784a-44cc-ae3a-14833c4a2237,hate,2020-07-10 23:34:41,video,healthy eating,negative,5,,,,
10015,02ba5af1-784a-44cc-ae3a-14833c4a2237,hate,2020-12-19 23:12:46,video,healthy eating,negative,5,,,,
9977,02ba5af1-784a-44cc-ae3a-14833c4a2237,heart,2020-09-27 1:38:56,video,healthy eating,positive,60,,,,
9980,02ba5af1-784a-44cc-ae3a-14833c4a2237,heart,2021-01-31 6:55:10,video,healthy eating,positive,60,,,,
9989,02ba5af1-784a-44cc-ae3a-14833c4a2237,heart,2021-02-11 22:03:59,video,healthy eating,positive,60,,,,
10012,02ba5af1-784a-44cc-ae3a-14833c4a2237,heart,2021-03-29 11:27:30,video,healthy eating,positive,60,,,,
9976,02ba5af1-784a-44cc-ae3a-14833c4a2237,indifferent,2020-12-24 3:17:25,video,healthy eating,neutral,20,,,,
9984,02ba5af1-784a-44cc-ae3a-14833c4a2237,indifferent,2021-01-27 8:59:40,video,healthy eating,neutral,20,,,,
10001,02ba5af1-784a-44cc-ae3a-14833c4a2237,indifferent,2020-12-24 21:13:47,video,healthy eating,neutral,20,,,,
10014,02ba5af1-784a-44cc-ae3a-14833c4a2237,indifferent,2020-09-04 22:16:55,video,healthy eating,neutral,20,,,,
9998,02ba5af1-784a-44cc-ae3a-14833c4a2237,interested,2020-07-30 13:07:55,video,healthy eating,positive,30,,,,
10019,02ba5af1-784a-44cc-ae3a-14833c4a2237,interested,2020-08-26 3:53:15,video,healthy eating,positive,30,,,,
10000,02ba5af1-784a-44cc-ae3a-14833c4a2237,intrigued,2021-05-30 13:46:31,video,healthy eating,positive,45,,,,
9985,02ba5af1-784a-44cc-ae3a-14833c4a2237,like,2021-04-28 22:08:51,video,healthy eating,positive,50,,,,
9990,02ba5af1-784a-44cc-ae3a-14833c4a2237,like,2020-12-09 0:15:14,video,healthy eating,positive,50,,,,
9991,02ba5af1-784a-44cc-ae3a-14833c4a2237,like,2020-09-15 3:36:35,video,healthy eating,positive,50,,,,
9974,02ba5af1-784a-44cc-ae3a-14833c4a2237,love,2020-11-01 1:43:50,video,healthy eating,positive,65,,,,
9979,02ba5af1-784a-44cc-ae3a-14833c4a2237,love,2020-06-24 1:25:30,video,healthy eating,positive,65,,,,
9993,02ba5af1-784a-44cc-ae3a-14833c4a2237,love,2021-05-12 5:34:42,video,healthy eating,positive,65,,,,
9996,02ba5af1-784a-44cc-ae3a-14833c4a2237,love,2021-04-06 10:54:43,video,healthy eating,positive,65,,,,
10002,02ba5af1-784a-44cc-ae3a-14833c4a2237,love,2021-02-17 14:47:14,video,healthy eating,positive,65,,,,
10007,02ba5af1-784a-44cc-ae3a-14833c4a2237,love,2020-11-17 20:08:52,video,healthy eating,positive,65,,,,
10011,02ba5af1-784a-44cc-ae3a-14833c4a2237,love,2021-01-01 12:13:51,video,healthy eating,positive,65,,,,
9973,02ba5af1-784a-44cc-ae3a-14833c4a2237,peeking,2021-05-23 10:26:57,video,healthy eating,neutral,35,,,,
9975,02ba5af1-784a-44cc-ae3a-14833c4a2237,peeking,2021-02-06 10:41:14,video,healthy eating,neutral,35,,,,
10004,02ba5af1-784a-44cc-ae3a-14833c4a2237,peeking,2020-09-17 6:10:34,video,healthy eating,neutral,35,,,,
10016,02ba5af1-784a-44cc-ae3a-14833c4a2237,peeking,2021-05-04 1:38:39,video,healthy eating,neutral,35,,,,
10013,02ba5af1-784a-44cc-ae3a-14833c4a2237,scared,2021-01-13 18:00:11,video,healthy eating,negative,15,,,,
9978,02ba5af1-784a-44cc-ae3a-14833c4a2237,super love,2020-12-05 19:08:41,video,healthy eating,positive,75,,,,
9981,02ba5af1-784a-44cc-ae3a-14833c4a2237,super love,2020-08-01 16:08:36,video,healthy eating,positive,75,,,,
9982,02ba5af1-784a-44cc-ae3a-14833c4a2237,super love,2020-08-02 21:00:23,video,healthy eating,positive,75,,,,
10017,02ba5af1-784a-44cc-ae3a-14833c4a2237,super love,2020-07-04 22:42:00,video,healthy eating,positive,75,,,,
,,,,,,,,,,,
9999,02ba5af1-784a-44cc-ae3a-14833c4a2237,want,2020-11-06 19:16:38,video,healthy eating,positive,70,,,,
24802,02c9f76b-f9cc-48c5-aedf-73f37c637a71,cherish,2021-04-17 2:35:25,photo,veganism,positive,70,,,,
24809,02c9f76b-f9cc-48c5-aedf-73f37c637a71,disgust,2020-09-07 7:21:53,photo,veganism,negative,0,,,,
24806,02c9f76b-f9cc-48c5-aedf-73f37c637a71,hate,2021-05-15 0:40:22,photo,veganism,negative,5,,,,
24811,02c9f76b-f9cc-48c5-aedf-73f37c637a71,intrigued,2020-06-20 6:12:12,photo,veganism,positive,45,,,,
24801,02c9f76b-f9cc-48c5-aedf-73f37c637a71,like,2020-10-28 9:40:01,photo,veganism,positive,50,,,,
24807,02c9f76b-f9cc-48c5-aedf-73f37c637a71,like,2021-04-22 22:40:59,photo,veganism,positive,50,,,,
24808,02c9f76b-f9cc-48c5-aedf-73f37c637a71,love,2020-11-17 6:04:00,photo,veganism,positive,65,,,,
24810,02c9f76b-f9cc-48c5-aedf-73f37c637a71,peeking,2020-12-13 3:34:48,photo,veganism,neutral,35,,,,
24803,02c9f76b-f9cc-48c5-aedf-73f37c637a71,super love,2021-05-17 3:04:52,photo,veganism,positive,75,,,,
24804,02c9f76b-f9cc-48c5-aedf-73f37c637a71,super love,2020-09-12 0:16:59,photo,veganism,positive,75,,,,
24805,02c9f76b-f9cc-48c5-aedf-73f37c637a71,want,2021-01-21 19:03:58,photo,veganism,positive,70,,,,
879,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,adore,2021-03-10 18:08:20,video,cooking,positive,72,,,,
882,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,adore,2021-05-04 21:19:02,video,cooking,positive,72,,,,
899,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,adore,2020-10-04 22:03:38,video,cooking,positive,72,,,,
876,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,disgust,2021-01-17 23:43:53,video,cooking,negative,0,,,,
877,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,disgust,2020-06-23 11:28:25,video,cooking,negative,0,,,,
878,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,dislike,2020-10-22 9:15:50,video,cooking,negative,10,,,,
888,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,dislike,2020-12-11 9:58:16,video,cooking,negative,10,,,,
891,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,dislike,2021-02-03 8:07:48,video,cooking,negative,10,,,,
893,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,dislike,2020-10-10 22:18:07,video,cooking,negative,10,,,,
881,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,hate,2021-05-19 11:51:15,video,cooking,negative,5,,,,
883,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,hate,2020-12-26 13:56:56,video,cooking,negative,5,,,,
897,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,hate,2021-02-05 19:47:55,video,cooking,negative,5,,,,
903,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,hate,2021-02-16 12:59:22,video,cooking,negative,5,,,,
889,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,heart,2021-01-14 0:16:41,video,cooking,positive,60,,,,
894,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,heart,2021-03-23 19:44:59,video,cooking,positive,60,,,,
895,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,heart,2021-05-30 7:14:45,video,cooking,positive,60,,,,
905,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,heart,2021-04-16 5:04:00,video,cooking,positive,60,,,,
896,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,indifferent,2020-07-24 12:25:11,video,cooking,neutral,20,,,,
902,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,indifferent,2020-07-02 22:14:27,video,cooking,neutral,20,,,,
886,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,interested,2020-11-03 4:22:14,video,cooking,positive,30,,,,
898,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,interested,2021-02-09 4:51:20,video,cooking,positive,30,,,,
901,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,interested,2020-06-24 1:16:23,video,cooking,positive,30,,,,
885,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,intrigued,2020-09-23 11:14:00,video,cooking,positive,45,,,,
900,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,intrigued,2021-01-15 21:57:57,video,cooking,positive,45,,,,
904,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,like,2021-01-01 1:06:11,video,cooking,positive,50,,,,
887,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,super love,2020-09-02 0:42:34,video,cooking,positive,75,,,,
890,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,super love,2020-10-16 14:01:02,video,cooking,positive,75,,,,
880,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,worried,2020-12-28 9:05:09,video,cooking,negative,12,,,,
884,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,worried,2021-01-23 11:26:42,video,cooking,negative,12,,,,
892,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,worried,2020-12-15 7:10:58,video,cooking,negative,12,,,,
15942,02fca291-d239-4303-8725-1c114be2f32a,disgust,2020-09-09 13:27:32,audio,dogs,negative,0,,,,
15943,02fca291-d239-4303-8725-1c114be2f32a,disgust,2020-12-18 13:28:00,audio,dogs,negative,0,,,,
15939,02fca291-d239-4303-8725-1c114be2f32a,dislike,2020-11-26 12:00:55,audio,dogs,negative,10,,,,
15938,02fca291-d239-4303-8725-1c114be2f32a,hate,2020-12-12 9:16:50,audio,dogs,negative,5,,,,
15941,02fca291-d239-4303-8725-1c114be2f32a,hate,2020-12-27 14:28:46,audio,dogs,negative,5,,,,
15940,02fca291-d239-4303-8725-1c114be2f32a,worried,2020-12-07 15:02:15,audio,dogs,negative,12,,,,
,,,,,,,,,,,
24551,03344240-df23-421d-b0e3-4fac72fe6cd8,adore,2021-05-31 8:44:06,video,fitness,positive,72,,,,
,,,,,,,,,,,
24552,03344240-df23-421d-b0e3-4fac72fe6cd8,adore,2020-12-06 6:16:53,video,fitness,positive,72,,,,
24565,03344240-df23-421d-b0e3-4fac72fe6cd8,adore,2021-06-02 16:00:20,video,fitness,positive,72,,,,
24548,03344240-df23-421d-b0e3-4fac72fe6cd8,cherish,2021-05-15 0:12:33,video,fitness,positive,70,,,,
24556,03344240-df23-421d-b0e3-4fac72fe6cd8,cherish,2020-11-29 20:46:40,video,fitness,positive,70,,,,
24544,03344240-df23-421d-b0e3-4fac72fe6cd8,disgust,2020-11-24 5:43:01,video,fitness,negative,0,,,,
24555,03344240-df23-421d-b0e3-4fac72fe6cd8,disgust,2020-11-07 7:06:22,video,fitness,negative,0,,,,
24563,03344240-df23-421d-b0e3-4fac72fe6cd8,dislike,2021-01-28 17:31:57,video,fitness,negative,10,,,,
24543,03344240-df23-421d-b0e3-4fac72fe6cd8,indifferent,2020-09-13 9:19:51,video,fitness,neutral,20,,,,
,,,,,,,,,,,
24547,03344240-df23-421d-b0e3-4fac72fe6cd8,indifferent,2021-04-05 19:42:40,video,fitness,neutral,20,,,,
24553,03344240-df23-421d-b0e3-4fac72fe6cd8,indifferent,2021-03-04 14:46:24,video,fitness,neutral,20,,,,
24549,03344240-df23-421d-b0e3-4fac72fe6cd8,interested,2020-08-24 7:45:37,video,fitness,positive,30,,,,
24546,03344240-df23-421d-b0e3-4fac72fe6cd8,like,2021-01-25 10:32:24,video,fitness,positive,50,,,,
24557,03344240-df23-421d-b0e3-4fac72fe6cd8,like,2021-01-25 11:27:01,video,fitness,positive,50,,,,
24558,03344240-df23-421d-b0e3-4fac72fe6cd8,like,2021-03-06 11:44:47,video,fitness,positive,50,,,,
,,,,,,,,,,,
24559,03344240-df23-421d-b0e3-4fac72fe6cd8,like,2020-10-24 6:54:19,video,fitness,positive,50,,,,
24562,03344240-df23-421d-b0e3-4fac72fe6cd8,like,2021-05-25 3:52:28,video,fitness,positive,50,,,,
24550,03344240-df23-421d-b0e3-4fac72fe6cd8,love,2021-03-22 7:14:06,video,fitness,positive,65,,,,
24561,03344240-df23-421d-b0e3-4fac72fe6cd8,love,2021-02-04 2:41:59,video,fitness,positive,65,,,,
24564,03344240-df23-421d-b0e3-4fac72fe6cd8,love,2021-05-01 16:10:34,video,fitness,positive,65,,,,
24554,03344240-df23-421d-b0e3-4fac72fe6cd8,peeking,2021-04-19 3:08:27,video,fitness,neutral,35,,,,
24566,03344240-df23-421d-b0e3-4fac72fe6cd8,super love,2021-05-17 7:52:34,video,fitness,positive,75,,,,
24545,03344240-df23-421d-b0e3-4fac72fe6cd8,want,2020-12-11 9:33:05,video,fitness,positive,70,,,,
24567,03344240-df23-421d-b0e3-4fac72fe6cd8,want,2021-05-18 13:43:55,video,fitness,positive,70,,,,
24560,03344240-df23-421d-b0e3-4fac72fe6cd8,worried,2021-04-14 11:38:03,video,fitness,negative,12,,,,
5727,037189e3-18c0-4f6c-a8cc-d6b86d679891,like,2020-10-12 5:40:35,GIF,food,positive,50,,,,
5728,037189e3-18c0-4f6c-a8cc-d6b86d679891,peeking,2021-01-21 20:48:49,GIF,food,neutral,35,,,,
5730,037189e3-18c0-4f6c-a8cc-d6b86d679891,want,2021-03-21 22:53:23,GIF,food,positive,70,,,,
5729,037189e3-18c0-4f6c-a8cc-d6b86d679891,worried,2021-02-04 16:32:55,GIF,food,negative,12,,,,
19278,03750ad9-8d8e-4f8c-aec6-8766c9a0184f,heart,2021-01-12 13:10:11,video,tennis,positive,60,,,,
19279,03750ad9-8d8e-4f8c-aec6-8766c9a0184f,love,2020-11-18 8:20:09,video,tennis,positive,65,,,,
19280,03750ad9-8d8e-4f8c-aec6-8766c9a0184f,peeking,2021-01-08 5:39:02,video,tennis,neutral,35,,,,
19282,03750ad9-8d8e-4f8c-aec6-8766c9a0184f,super love,2021-02-24 22:20:14,video,tennis,positive,75,,,,
19281,03750ad9-8d8e-4f8c-aec6-8766c9a0184f,worried,2020-07-07 8:52:02,video,tennis,negative,12,,,,
19283,03750ad9-8d8e-4f8c-aec6-8766c9a0184f,worried,2020-08-06 8:58:27,video,tennis,negative,12,,,,
8939,03e51c25-cba9-471b-b627-f15550b83fca,adore,2020-07-05 9:28:47,GIF,veganism,positive,72,,,,
8969,03e51c25-cba9-471b-b627-f15550b83fca,adore,2021-06-16 0:32:12,GIF,veganism,positive,72,,,,
8934,03e51c25-cba9-471b-b627-f15550b83fca,cherish,2020-10-03 18:48:51,GIF,veganism,positive,70,,,,
8957,03e51c25-cba9-471b-b627-f15550b83fca,cherish,2020-11-06 18:43:09,GIF,veganism,positive,70,,,,
8964,03e51c25-cba9-471b-b627-f15550b83fca,disgust,2020-10-14 22:48:36,GIF,veganism,negative,0,,,,
8945,03e51c25-cba9-471b-b627-f15550b83fca,dislike,2020-08-05 2:19:25,GIF,veganism,negative,10,,,,
8950,03e51c25-cba9-471b-b627-f15550b83fca,dislike,2021-05-31 7:59:00,GIF,veganism,negative,10,,,,
8970,03e51c25-cba9-471b-b627-f15550b83fca,dislike,2020-08-27 20:30:02,GIF,veganism,negative,10,,,,
8962,03e51c25-cba9-471b-b627-f15550b83fca,hate,2020-08-20 6:45:19,GIF,veganism,negative,5,,,,
8935,03e51c25-cba9-471b-b627-f15550b83fca,heart,2020-08-06 7:41:29,GIF,veganism,positive,60,,,,
8941,03e51c25-cba9-471b-b627-f15550b83fca,heart,2021-02-12 13:31:48,GIF,veganism,positive,60,,,,
8951,03e51c25-cba9-471b-b627-f15550b83fca,heart,2021-02-11 3:55:38,GIF,veganism,positive,60,,,,
8946,03e51c25-cba9-471b-b627-f15550b83fca,indifferent,2021-02-27 14:58:16,GIF,veganism,neutral,20,,,,
8947,03e51c25-cba9-471b-b627-f15550b83fca,indifferent,2021-05-18 15:42:59,GIF,veganism,neutral,20,,,,
8971,03e51c25-cba9-471b-b627-f15550b83fca,indifferent,2020-09-10 5:45:27,GIF,veganism,neutral,20,,,,
8937,03e51c25-cba9-471b-b627-f15550b83fca,intrigued,2020-07-15 14:23:19,GIF,veganism,positive,45,,,,
8942,03e51c25-cba9-471b-b627-f15550b83fca,intrigued,2021-04-02 6:15:09,GIF,veganism,positive,45,,,,
8948,03e51c25-cba9-471b-b627-f15550b83fca,intrigued,2020-11-23 2:37:48,GIF,veganism,positive,45,,,,
,,,,,,,,,,,
8949,03e51c25-cba9-471b-b627-f15550b83fca,intrigued,2020-09-28 20:51:29,GIF,veganism,positive,45,,,,
8954,03e51c25-cba9-471b-b627-f15550b83fca,intrigued,2020-12-24 14:14:39,GIF,veganism,positive,45,,,,
8955,03e51c25-cba9-471b-b627-f15550b83fca,intrigued,2021-01-20 1:30:28,GIF,veganism,positive,45,,,,
8940,03e51c25-cba9-471b-b627-f15550b83fca,like,2021-04-17 0:15:50,GIF,veganism,positive,50,,,,
8958,03e51c25-cba9-471b-b627-f15550b83fca,like,2020-07-04 18:05:07,GIF,veganism,positive,50,,,,
8965,03e51c25-cba9-471b-b627-f15550b83fca,like,2020-06-28 22:08:25,GIF,veganism,positive,50,,,,
8963,03e51c25-cba9-471b-b627-f15550b83fca,love,2021-02-20 20:54:03,GIF,veganism,positive,65,,,,
8967,03e51c25-cba9-471b-b627-f15550b83fca,love,2021-04-27 8:08:12,GIF,veganism,positive,65,,,,
8952,03e51c25-cba9-471b-b627-f15550b83fca,peeking,2021-01-28 5:33:54,GIF,veganism,neutral,35,,,,
8959,03e51c25-cba9-471b-b627-f15550b83fca,peeking,2020-08-13 21:57:26,GIF,veganism,neutral,35,,,,
8936,03e51c25-cba9-471b-b627-f15550b83fca,scared,2020-08-18 22:10:12,GIF,veganism,negative,15,,,,
8943,03e51c25-cba9-471b-b627-f15550b83fca,scared,2020-11-18 4:27:47,GIF,veganism,negative,15,,,,
8953,03e51c25-cba9-471b-b627-f15550b83fca,super love,2021-01-11 19:03:44,GIF,veganism,positive,75,,,,
8961,03e51c25-cba9-471b-b627-f15550b83fca,super love,2020-07-04 22:35:04,GIF,veganism,positive,75,,,,
8966,03e51c25-cba9-471b-b627-f15550b83fca,super love,2021-06-04 6:06:43,GIF,veganism,positive,75,,,,
8938,03e51c25-cba9-471b-b627-f15550b83fca,want,2020-08-14 22:24:51,GIF,veganism,positive,70,,,,
8960,03e51c25-cba9-471b-b627-f15550b83fca,want,2021-04-29 8:45:21,GIF,veganism,positive,70,,,,
8968,03e51c25-cba9-471b-b627-f15550b83fca,want,2021-04-23 23:47:40,GIF,veganism,positive,70,,,,
8933,03e51c25-cba9-471b-b627-f15550b83fca,worried,2021-01-30 21:29:07,GIF,veganism,negative,12,,,,
8944,03e51c25-cba9-471b-b627-f15550b83fca,worried,2020-12-17 19:34:22,GIF,veganism,negative,12,,,,
8956,03e51c25-cba9-471b-b627-f15550b83fca,worried,2020-10-19 10:48:35,GIF,veganism,negative,12,,,,
24417,03ed0e2b-bd63-4079-8910-62c187526ca0,adore,2020-10-07 12:26:24,audio,healthy eating,positive,72,,,,
24422,03ed0e2b-bd63-4079-8910-62c187526ca0,adore,2021-02-07 19:56:50,audio,healthy eating,positive,72,,,,
24427,03ed0e2b-bd63-4079-8910-62c187526ca0,adore,2021-05-16 8:59:32,audio,healthy eating,positive,72,,,,
24428,03ed0e2b-bd63-4079-8910-62c187526ca0,adore,2021-05-09 7:44:54,audio,healthy eating,positive,72,,,,
24421,03ed0e2b-bd63-4079-8910-62c187526ca0,cherish,2020-06-26 11:34:31,audio,healthy eating,positive,70,,,,
,,,,,,,,,,,
24436,03ed0e2b-bd63-4079-8910-62c187526ca0,cherish,2020-10-24 7:34:11,audio,healthy eating,positive,70,,,,
24454,03ed0e2b-bd63-4079-8910-62c187526ca0,cherish,2020-09-30 15:34:54,audio,healthy eating,positive,70,,,,
24432,03ed0e2b-bd63-4079-8910-62c187526ca0,disgust,2020-10-06 7:52:48,audio,healthy eating,negative,0,,,,
24412,03ed0e2b-bd63-4079-8910-62c187526ca0,dislike,2020-11-18 7:36:34,audio,healthy eating,negative,10,,,,
24423,03ed0e2b-bd63-4079-8910-62c187526ca0,dislike,2020-06-22 8:28:34,audio,healthy eating,negative,10,,,,
24410,03ed0e2b-bd63-4079-8910-62c187526ca0,hate,2020-08-26 4:24:37,audio,healthy eating,negative,5,,,,
24446,03ed0e2b-bd63-4079-8910-62c187526ca0,hate,2020-12-01 21:55:45,audio,healthy eating,negative,5,,,,
24450,03ed0e2b-bd63-4079-8910-62c187526ca0,heart,2021-01-08 7:18:12,audio,healthy eating,positive,60,,,,
24453,03ed0e2b-bd63-4079-8910-62c187526ca0,heart,2021-04-15 22:37:49,audio,healthy eating,positive,60,,,,
24411,03ed0e2b-bd63-4079-8910-62c187526ca0,indifferent,2021-05-29 0:09:13,audio,healthy eating,neutral,20,,,,
24426,03ed0e2b-bd63-4079-8910-62c187526ca0,indifferent,2020-11-10 12:17:08,audio,healthy eating,neutral,20,,,,
24451,03ed0e2b-bd63-4079-8910-62c187526ca0,indifferent,2021-04-03 8:18:02,audio,healthy eating,neutral,20,,,,
24435,03ed0e2b-bd63-4079-8910-62c187526ca0,interested,2021-02-08 17:19:25,audio,healthy eating,positive,30,,,,
24438,03ed0e2b-bd63-4079-8910-62c187526ca0,interested,2020-12-14 18:56:45,audio,healthy eating,positive,30,,,,
24441,03ed0e2b-bd63-4079-8910-62c187526ca0,interested,2021-06-14 3:09:45,audio,healthy eating,positive,30,,,,
24419,03ed0e2b-bd63-4079-8910-62c187526ca0,intrigued,2020-09-12 22:08:52,audio,healthy eating,positive,45,,,,
24434,03ed0e2b-bd63-4079-8910-62c187526ca0,intrigued,2021-06-10 9:25:42,audio,healthy eating,positive,45,,,,
24442,03ed0e2b-bd63-4079-8910-62c187526ca0,intrigued,2020-12-26 7:46:45,audio,healthy eating,positive,45,,,,
